sector,market_cap,country,industry,p_e,n,volume,price,ticker,company,change
Financial,-,USA,Exchange Traded Fund,-,3112,0,49.97,ICSH,iShares Liquidity Income,0.00%
Healthcare,1.29B,USA,Medical Instruments & Supplies,40.24,3113,"98,847",83.69,ICUI,"ICU Medical, Inc.",-0.96%
Utilities,3.12B,USA,Electric Utilities,16.39,3114,"129,042",62.11,IDA,"IdaCorp, Inc.",0.34%
Technology,1.85B,USA,Wireless Communications,19.41,3115,"236,312",49.88,IDCC,"InterDigital, Inc.",-1.91%
Financial,-,USA,Exchange Traded Fund,-,3116,0,28.49,IDHB,PowerShares S&P Intl Dev Hi Beta ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,3121,"14,097",27.36,IDOG,ALPS International Sector Div Dogs ETF,-1.62%
Healthcare,266.90M,USA,Biotechnology,-,3122,"1,521,676",3.11,IDRA,"Idera Pharmaceuticals, Inc.",3.67%
Industrial Goods,38.88M,USA,Waste Management,-,3123,"3,098",4.89,IDSA,"Industrial Services of America, Inc.",-0.81%
Technology,82.94M,USA,Communication Equipment,-,3124,"13,196",6.48,IDSY,ID Systems Inc.,0.62%
Healthcare,552.61M,USA,Biotechnology,-,3161,"315,446",10.47,IG,"IGI, Laboratories, Inc.",-2.33%
Financial,-,USA,Closed-End Fund - Foreign,-,3162,"59,812",12.17,IGA,ING Global Advantage and Premium Opportunity Fund,-0.57%
Basic Materials,9.94M,USA,Steel & Iron,-,3163,"7,470",0.72,IGC,"India Globalization Capital, Inc.",1.42%
Conglomerates,13.11B,USA,Conglomerates,38.27,3141,"166,408",107.93,IEP,"Icahn Enterprises, L.P.",1.72%
Industrial Goods,166.83M,USA,General Contractors,63.83,3142,200,7.66,IESC,"Integrated Electrical Services, Inc.",0.00%
Financial,-,USA,Exchange Traded Fund,-,3181,"13,824",115.59,IHF,iShares US Healthcare Providers,0.38%
Services,9.99B,United Kingdom,Lodging,32.60,3182,"110,638",42.38,IHG,Intercontinental Hotels Group plc,1.39%
Financial,-,USA,Exchange Traded Fund,-,3183,"30,515",112.92,IHI,iShares US Medical Devices,0.21%
Industrial Goods,885.64M,Mexico,Heavy Construction,-,3095,"131,726",5.83,ICA,"Empresas ICA, S.A.B. de C.V.",-3.48%
Technology,155.87M,USA,Technical & System Software,-,3096,"3,265",10.03,ICAD,"iCAD, Inc.",-1.18%
Financial,161.13M,USA,Closed-End Fund - Debt,24.98,3097,"11,121",17.98,ICB,Morgan Stanley Income Securities Inc.,-0.43%
Healthcare,14.77M,USA,Biotechnology,-,3098,600,4.89,ICCC,ImmuCell Corp.,-0.20%
Basic Materials,170.02M,USA,Oil & Gas Drilling & Exploration,-,3099,"111,298",6.90,ICD,"Independence Contract Drilling, Inc.",-8.12%
Financial,25.47B,USA,Diversified Investments,56.08,3100,"543,958",225.99,ICE,"Intercontinental Exchange, Inc.",2.34%
Financial,-,USA,Exchange Traded Fund,-,3117,500,19.43,IDHQ,PowerShares S&P Intl Dev Hi Qual ETF,0.09%
Services,25.08M,USA,Advertising Agencies,-,3118,"31,986",0.69,IDI,"Tiger Media, Inc.",-6.69%
Financial,-,USA,Exchange Traded Fund,-,3119,"14,573",31.92,IDLV,PowerShares S&P Intl Dev Low Volatil ETF,-1.25%
Technology,17.30M,USA,Application Software,-,3120,"5,801",3.51,IDN,"Intellicheck Mobilisa, Inc.",-1.13%
Technology,393.01M,USA,Diversified Communication Services,20.66,3125,"42,115",16.94,IDT,IDT Corporation,-1.80%
Technology,2.77B,USA,Semiconductor - Broad Line,45.51,3126,"1,054,937",18.66,IDTI,"Integrated Device Technology, Inc.",-1.06%
Financial,-,USA,Exchange Traded Fund,-,3127,"45,640",115.29,IDU,iShares US Utilities,0.90%
Financial,-,USA,Exchange Traded Fund,-,3128,"469,845",35.92,IDV,iShares International Select Dividend,-1.21%
Financial,-,USA,Exchange Traded Fund,-,3129,"96,533",25.05,IDX,Market Vectors Indonesia ETF,-1.46%
Financial,-,USA,Exchange Traded Fund,-,3130,"8,385",14.63,IDXJ,Market Vectors Indonesia Small-Cap ETF,2.45%
Healthcare,7.12B,USA,Diagnostic Substances,38.79,3131,"208,297",149.35,IDXX,"IDEXX Laboratories, Inc.",0.28%
Technology,52.36M,USA,Printed Circuit Boards,-,3132,"1,300",5.21,IEC,IEC Electronics Corp.,-3.34%
Financial,-,USA,Exchange Traded Fund,-,3133,"367,286",106.19,IEF,iShares 7-10 Year Treasury Bond,0.39%
Financial,-,USA,Exchange Traded Fund,-,3134,"246,622",58.06,IEFA,iShares Core MSCI EAFE,-0.72%
Financial,-,USA,Exchange Traded Fund,-,3135,"105,789",123.04,IEI,iShares 3-7 Year Treasury Bond,0.18%
Financial,-,USA,Exchange Traded Fund,-,3136,"6,071",23.84,IEIL,iShares Enhanced International Large-Cap,-1.59%
Financial,-,USA,Exchange Traded Fund,-,3137,"4,261",22.40,IEIS,iShares Enhanced International Small-Cap,-1.32%
Financial,-,USA,Exchange Traded Fund,-,3138,437,32.13,IELG,iShares Enhanced US Large-Cap,0.30%
Financial,-,USA,Exchange Traded Fund,-,3139,"798,778",49.78,IEMG,iShares Core MSCI Emerging Market,-1.72%
Financial,894.44M,USA,Closed-End Fund - Foreign,7.05,3164,"124,277",9.17,IGD,ING Global Equity Dividend & Premium Opportunity Fund,0.00%
Financial,-,USA,Exchange Traded Fund,-,3165,"644,114",38.91,IGE,iShares North American Natural Resources,-6.89%
Financial,-,USA,Exchange Traded Fund,-,3166,"38,815",43.25,IGF,iShares Global Infrastructure,-0.78%
Financial,-,USA,Exchange Traded Fund,-,3167,379,78.43,IGHG,ProShares Investment Grade—Intr Rt Hdgd,-0.13%
Technology,163.29M,Israel,Diversified Communication Services,-,3168,879,8.50,IGLD,Internet Gold Golden Lines Ltd.,-4.71%
Financial,-,USA,Exchange Traded Fund,-,3169,"14,321",103.57,IGM,iShares North American Tech,0.44%
Financial,-,USA,Exchange Traded Fund,-,3170,"58,637",36.47,IGN,iShares North American Tech-Multimd Ntwk,-0.16%
Financial,-,USA,Exchange Traded Fund,-,3171,"23,153",97.79,IGOV,iShares International Treasury Bond,-0.01%
Financial,-,USA,Closed-End Fund - Foreign,-,3172,"169,226",8.99,IGR,CBRE Clarion Global Real Estate,0.78%
Financial,-,USA,Exchange Traded Fund,-,3173,785,29.64,IGS,ProShares Short Investment Grade Corp,2.45%
Technology,4.21B,USA,Multimedia & Graphics Software,17.20,3174,"934,868",17.03,IGT,International Game Technology,-0.93%
Technology,2.18B,USA,Information Technology Services,42.97,3175,"216,782",36.95,IGTE,iGATE Corporation,0.11%
Financial,-,USA,Exchange Traded Fund,-,3176,0,59.78,IGU,ProShares Ultra Investment Grade Corp,0.00%
Financial,-,USA,Exchange Traded Fund,-,3177,"8,888",92.94,IGV,iShares North American Tech-Software,0.25%
Financial,239.53M,USA,Life Insurance,17.46,3178,"4,107",13.79,IHC,Independence Holding Co.,-0.29%
Financial,-,USA,Exchange Traded Fund,-,3143,"3,647",31.52,IESM,iShares Enhanced US Small-Cap,-0.28%
Financial,-,USA,Exchange Traded Fund,-,3144,"32,013",45.89,IEUR,iShares Core MSCI Europe,-0.71%
Financial,-,USA,Exchange Traded Fund,-,3145,101,42.81,IEUS,iShares MSCI Europe Small-Cap,-0.45%
Financial,-,USA,Exchange Traded Fund,-,3146,"420,547",44.98,IEV,iShares Europe,-0.68%
Industrial Goods,6.10B,USA,Diversified Machinery,21.88,3147,"348,938",76.81,IEX,IDEX Corporation,-0.97%
Financial,-,USA,Exchange Traded Fund,-,3148,"810,330",51.90,IEZ,iShares US Oil Equipment&Services,-9.01%
Financial,-,USA,Closed-End Fund - Foreign,-,3149,"10,919",9.22,IF,"Aberdeen Indonesia Fund, Inc.",0.22%
Financial,-,USA,Exchange Traded Fund,-,3150,"4,112",31.56,IFAS,iShares Asia Developed Real Estate,-0.69%
Financial,-,USA,Exchange Traded Fund,-,3151,515,37.06,IFEU,iShares Europe Developed Real Estate,0.65%
Basic Materials,8.19B,USA,Specialty Chemicals,21.53,3152,"486,165",101.17,IFF,International Flavors & Fragrances Inc.,1.05%
Financial,-,USA,Exchange Traded Fund,-,3153,"1,176,351",30.83,IFGL,iShares International Dev Rel Est,-0.26%
Financial,25.62M,USA,Investment Brokerage - National,-,3154,"7,960",1.69,IFMI,"Institutional Financial Markets, Inc.",0.60%
Financial,859.23M,USA,Asset Management,4.26,3155,"43,799",28.94,IFN,"India Fund, Inc.",0.45%
Financial,-,USA,Exchange Traded Fund,-,3156,0,56.62,IFNA,iShares North America Real Estate,0.00%
Technology,8.35B,USA,Information & Delivery Services,48.21,3184,"287,224",122.46,IHS,IHS Inc.,-4.47%
Financial,18.68M,USA,REIT - Hotel/Motel,-,3185,0,2.25,IHT,Innsuites Hospitality Trust,0.00%
Financial,-,USA,Exchange Traded Fund,-,3186,"6,629",25.87,IHY,Market Vectors Intl Hi-Yld Bd ETF,-0.35%
Financial,75.18M,USA,Closed-End Fund - Foreign,5.77,3187,"16,696",8.95,IID,Voya International High Dividen,-0.78%
Financial,-,USA,Closed-End Fund - Foreign,-,3188,"16,823",27.39,IIF,Morgan Stanley India Investment,0.33%
Services,145.41M,USA,Management Services,23.29,3189,"43,601",3.96,III,"Information Services Group, Inc.",0.25%
Basic Materials,401.24M,USA,Steel & Iron,24.53,3190,"20,990",21.83,IIIN,Insteel Industries Inc.,-3.83%
Technology,982.89M,Japan,Communication Equipment,30.91,3191,"1,246",10.51,IIJI,Internet Initiative Japan Inc.,2.84%
Services,1.24B,USA,Business Services,15.42,3192,"110,639",21.74,IILG,"Interval Leisure Group, Inc.",-1.05%
Financial,-,USA,Closed-End Fund - Debt,-,3193,"46,085",15.61,IIM,Invesco Value Municipal Income,0.06%
Industrial Goods,36.44M,USA,Diversified Machinery,16.45,3194,"16,458",6.25,IIN,Intricon Corp.,5.40%
Technology,811.86M,USA,Scientific & Technical Instruments,25.04,3195,"110,492",13.27,IIVI,II-VI Incorporated,-1.12%
Financial,-,USA,Exchange Traded Fund,-,3196,"473,535",144.26,IJH,iShares Core S&P Mid-Cap,-0.79%
Financial,-,USA,Exchange Traded Fund,-,3197,"17,515",126.82,IJJ,iShares S&P Mid-Cap 400 Value,-0.89%
Financial,-,USA,Exchange Traded Fund,-,3198,"33,882",160.04,IJK,iShares S&P Mid-Cap 400 Growth,-0.73%
Financial,-,USA,Exchange Traded Fund,-,3199,0,23.74,IJNK,SPDR Barclays Intl High Yield Bond ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,3201,"36,056",115.49,IJS,iShares S&P Small-Cap 600 Value,-1.13%
Financial,-,USA,Exchange Traded Fund,-,3202,"48,995",119.22,IJT,iShares S&P Small-Cap 600 Growth,-1.58%
Technology,46.86M,USA,Communication Equipment,-,3203,"259,335",0.34,IKAN,"Ikanos Communications, Inc.",5.06%
Healthcare,78.26M,USA,Biotechnology,-,3221,620,8.45,IMMY,"Imprimis Pharmaceuticals, Inc.",1.82%
Technology,133.93M,USA,Data Storage Devices,-,3222,"14,004",3.17,IMN,Imation Corp.,-2.46%
Financial,-,USA,Exchange Traded Fund,-,3140,"426,749",72.32,IEO,iShares US Oil&Gas Explor&Prodtn,-8.76%
Financial,-,USA,Exchange Traded Fund,-,3179,"11,983",25.53,IHDG,WisdomTree International Hdgd Div Gr ETF,-0.89%
Financial,-,USA,Exchange Traded Fund,-,3180,"42,071",152.58,IHE,iShares US Pharmaceuticals,0.05%
Technology,17.90M,USA,Communication Equipment,62.50,3157,"16,151",1.25,IFON,Infosonics Corp.,-0.79%
Financial,-,USA,Exchange Traded Fund,-,3158,0,-,IFSM,iShares Developed Sm-Cap ex North Amer,-
Financial,141.88M,USA,Life Insurance,-,3159,"7,565",6.63,IFT,"Imperial Holdings, Inc.",0.15%
Financial,-,USA,Exchange Traded Fund,-,3160,"15,577",18.89,IFV,First Trust Dorsey Wright Intl Foc 5,-0.58%
Financial,-,USA,Exchange Traded Fund,-,3200,"520,351",111.30,IJR,iShares Core S&P Small-Cap,-1.43%
Services,116.62M,Hong Kong,Gaming Activities,-,3204,"25,298",1.97,IKGH,Iao Kun Group Holding Company Limited,0.00%
Basic Materials,32.32M,USA,Specialty Chemicals,35.56,3205,0,16.00,IKNX,Ikonics Corp.,0.00%
Technology,617.22M,USA,Security Software & Services,-,3206,"147,337",10.88,IL,"IntraLinks Holdings, Inc.",-2.33%
Financial,-,USA,Exchange Traded Fund,-,3207,"4,859",48.05,ILB,PIMCO Global Advtg Infl-Lkd Bd Actv ETF,-0.32%
Financial,-,USA,Exchange Traded Fund,-,3208,"492,422",35.64,ILF,iShares Latin America 40,-3.15%
Healthcare,27.11B,USA,Biotechnology,99.94,3209,"626,258",190.89,ILMN,Illumina Inc.,-0.53%
Financial,-,USA,Exchange Traded Fund,-,3210,"5,265",62.54,ILTB,iShares Core Long-Term USD Bond,0.24%
Services,4.28B,USA,Computers Wholesale,17.14,3211,"617,162",27.43,IM,Ingram Micro Inc.,0.51%
Services,2.14B,Canada,Entertainment - Diversified,47.55,3212,"167,406",31.38,IMAX,IMAX Corporation,0.45%
Healthcare,536.95M,USA,Biotechnology,-,3213,"9,709",31.81,IMDZ,Immune Design Corp.,-5.64%
Healthcare,884.22M,USA,Biotechnology,-,3214,"616,745",10.29,IMGN,"ImmunoGen, Inc.",-0.58%
Financial,57.50M,USA,Mortgage Investment,-,3215,"1,601",5.99,IMH,Impac Mortgage Holdings Inc.,-0.50%
Technology,102.77M,USA,Semiconductor Equipment & Materials,-,3216,"43,980",2.16,IMI,"Intermolecular, Inc.",-6.90%
Services,617.71M,USA,Grocery Stores,12.45,3217,"36,133",27.14,IMKTA,"Ingles Markets, Incorporated",-2.93%
Financial,-,USA,Exchange Traded Fund,-,3218,"20,415",31.46,IMLP,iPath S&P MLP ETN,-6.54%
Technology,239.99M,USA,Application Software,6.38,3219,"60,957",8.67,IMMR,Immersion Corporation,-1.48%
Healthcare,51.65M,USA,Drug Manufacturers - Major,-,3223,"1,400",2.69,IMNP,"Immune Pharmaceuticals, Inc.",2.67%
Basic Materials,36.96B,Canada,Major Integrated Oil & Gas,9.97,3224,"375,777",43.58,IMO,Imperial Oil Ltd.,-10.93%
Technology,600.19M,Taiwan,Semiconductor Equipment & Materials,14.99,3225,"87,134",20.84,IMOS,ChipMOS TECHNOLOGIES,-1.84%
Technology,351.89M,USA,Healthcare Information Services,-,3226,"13,978",14.81,IMPR,"Imprivata, Inc.",0.41%
Technology,1.13B,USA,Application Software,-,3227,"219,043",42.54,IMPV,Imperva Inc.,-2.94%
Healthcare,13.25M,Canada,Medical Instruments & Supplies,-,3228,"83,083",0.25,IMRS,"IMRIS, Inc.",2.58%
Technology,8.33B,USA,Information Technology Services,-,3229,"147,729",25.00,IMS,"IMS Health Holdings, Inc.",-0.75%
Healthcare,37.49M,USA,Biotechnology,-,3230,"174,594",0.60,IMUC,"ImmunoCellular Therapeutics, Ltd.",-2.18%
Technology,431.31M,USA,Internet Software & Services,-,3231,"99,469",7.93,INAP,Internap Network Services Corp.,-0.38%
Financial,287.41M,USA,Closed-End Fund - Equity,4.35,3232,"28,572",12.48,INB,"Cohen & Steers Global Income Builder, Inc.",-0.24%
Financial,79.25M,USA,Regional - Midwest Banks,21.77,3233,"2,150",17.85,INBK,First Internet Bancorp,-0.22%
Financial,-,USA,Exchange Traded Fund,-,3234,"8,136",32.76,INCO,EGShares India Consumer ETF,0.71%
Services,1.49B,USA,Research Services,116.14,3235,"36,531",24.39,INCR,"INC Research Holdings, Inc.",1.62%
Healthcare,12.76B,USA,Biotechnology,-,3236,"782,051",75.55,INCY,Incyte Corporation,0.72%
Healthcare,384.71M,USA,Biotechnology,-,3220,"662,610",4.13,IMMU,Immunomedics Inc.,0.24%
Financial,-,USA,Exchange Traded Fund,-,3237,"287,347",31.99,INDA,iShares MSCI India,-0.25%
Financial,949.53M,USA,Regional - Northeast Banks,17.38,3238,"36,328",39.63,INDB,Independent Bank Corp.,-1.98%
Financial,-,USA,Exchange Traded Fund,-,3239,"31,813",98.35,INDL,Direxion Daily India Bull 3X ETF,-2.07%
Financial,-,USA,Exchange Traded Fund,-,3240,"374,043",31.67,INDY,iShares India 50,0.19%
Healthcare,1.35B,USA,Biotechnology,27.47,3261,"444,253",38.73,INSY,"INSYS Therapeutics, Inc.",-3.39%
Basic Materials,3.26B,USA,Oil & Gas Refining & Marketing,15.56,3262,"320,812",45.28,INT,World Fuel Services Corp.,-1.07%
Technology,3.95B,USA,Business Software & Services,36.75,3241,"353,355",36.38,INFA,Informatica Corporation,-0.25%
Healthcare,732.04M,USA,Biotechnology,-,3242,"269,366",15.01,INFI,"Infinity Pharmaceuticals, Inc.",-1.51%
Financial,-,USA,Exchange Traded Fund,-,3243,0,45.00,INFL,PowerShares DB US Inflation ETN,0.00%
Technology,180.10B,USA,Semiconductor - Broad Line,17.82,3263,"19,128,510",37.25,INTC,Intel Corporation,0.95%
Technology,1.71B,USA,Communication Equipment,-,3244,"507,009",13.63,INFN,Infinera Corporation,-0.37%
Healthcare,61.55M,USA,Medical Instruments & Supplies,19.71,3245,"30,985",2.76,INFU,"InfuSystem Holdings, Inc.",-2.82%
Technology,39.38B,India,Technical & System Software,20.54,3246,"825,908",69.84,INFY,Infosys Ltd.,-0.04%
Financial,56.49B,Netherlands,Life Insurance,12.07,3247,"805,532",14.60,ING,ING Groep N.V.,0.41%
Healthcare,452.52M,USA,Medical Instruments & Supplies,37.37,3248,"22,996",24.29,INGN,"Inogen, Inc.",-1.98%
Consumer Goods,5.98B,USA,Processed & Packaged Goods,15.82,3249,"230,658",83.23,INGR,Ingredion Incorporated,0.40%
Technology,953.90M,USA,Business Software & Services,-,3250,"56,444",45.23,ININ,Interactive Intelligence Group Inc.,0.78%
Financial,-,USA,Exchange Traded Fund,-,3251,"2,082",32.84,INKM,SPDR SSgA Income Allocation ETF,0.00%
Financial,997.48M,USA,Real Estate Development,-,3252,"314,599",11.60,INN,"Summit Hotel Properties, Inc.",0.69%
Healthcare,148.65M,Ireland,Drugs - Generic,57.69,3253,"5,048",7.50,INNL,Innocoll GmbH,-9.86%
Healthcare,586.51M,USA,Biotechnology,-,3254,"561,234",9.68,INO,"Inovio Pharmaceuticals, Inc.",-2.12%
Technology,72.98M,USA,Internet Software & Services,288.00,3255,"9,698",2.88,INOD,Innodata Inc.,5.11%
Financial,-,USA,Exchange Traded Fund,-,3256,"20,040",74.22,INP,iPath MSCI India ETN,-0.12%
Technology,21.34M,USA,Computer Peripherals,-,3257,"1,370",2.55,INPH,Interphase Corp.,-1.92%
Financial,-,USA,Exchange Traded Fund,-,3258,"15,815",34.14,INR,Market Vectors Indian Rupee/USD ETN,-5.17%
Basic Materials,1.05B,United Kingdom,Specialty Chemicals,12.42,3281,"46,167",42.86,IOSP,Innospec Inc.,-2.41%
Financial,26.62M,USA,Real Estate Development,4.92,3282,0,6.40,IOT,Income Opportunity Realty Investors Inc.,0.00%
Financial,-,USA,Exchange Traded Fund,-,3301,220,29.99,IPN,SPDR S&P International Indl Sect ETF,-0.53%
Financial,-,USA,Exchange Traded Fund,-,3302,"1,778",23.79,IPO,Renaissance IPO ETF,-0.83%
Services,197.81M,USA,Restaurants,-,3321,"55,383",7.55,IRG,"Ignite Restaurant Group, Inc.",-0.26%
Healthcare,82.84M,USA,Medical Appliances & Equipment,49.47,3322,"14,770",8.41,IRIX,IRIDEX Corporation,1.33%
Financial,-,Ireland,Closed-End Fund - Foreign,-,3323,"8,649",12.90,IRL,"New Ireland Fund, Inc",0.62%
Financial,-,USA,Closed-End Fund - Foreign,-,3341,44,16.65,ISL,"Aberdeen Israel Fund, Inc.",0.00%
Financial,44.19M,USA,Property Management,-,3264,"1,619",18.49,INTG,The InterGroup Corporation,0.93%
Financial,333.23M,USA,Investment Brokerage - National,22.34,3265,"26,574",17.65,INTL,INTL FCStone Inc.,-1.01%
Technology,45.20M,USA,Semiconductor - Integrated Circuits,14.27,3266,0,4.28,INTT,inTEST Corp.,0.00%
Technology,26.80B,USA,Application Software,31.71,3267,"949,818",93.87,INTU,Intuit Inc.,1.77%
Services,74.53M,USA,Consumer Services,-,3268,"59,455",4.02,INTX,Intersections Inc.,1.26%
Services,30.60M,USA,Marketing Services,26.00,3269,"41,533",1.30,INUV,"Inuvo, Inc.",-2.87%
Technology,122.89M,USA,Computer Peripherals,-,3270,"100,682",11.55,INVE,"Identiv, Inc.",-3.10%
Technology,1.30B,USA,Semiconductor - Integrated Circuits,-,3271,"1,266,900",14.49,INVN,"InvenSense, Inc.",0.42%
Technology,20.89M,USA,Telecom Services - Domestic,-,3272,"26,294",0.78,INVT,"Inventergy Global, Inc.",-3.70%
Services,403.02M,USA,Business Services,62.33,3273,"100,106",7.48,INWK,InnerWorkings Inc.,-1.06%
Technology,1.92B,Netherlands,Internet Software & Services,41.60,3274,"66,764",27.87,INXN,Interxion Holding NV,-0.75%
Financial,-,USA,Exchange Traded Fund,-,3275,"35,798",13.44,INXX,EGShares India Infrastructure ETF,-0.74%
Financial,-,USA,Exchange Traded Fund,-,3276,326,23.42,INY,SPDR Nuveen Barclays NY Muni Bd ETF,0.26%
Basic Materials,405.62M,USA,Oil & Gas Equipment & Services,5.61,3277,"1,306,780",2.47,IO,ION Geophysical Corporation,-3.52%
Industrial Goods,10.58M,USA,Diversified Machinery,-,3259,"3,150",1.18,INS,Intelligent Systems Corporation,-3.28%
Healthcare,700.84M,USA,Biotechnology,-,3260,"228,653",14.11,INSM,Insmed Incorporated,-1.95%
Consumer Goods,22.80B,USA,Packaging & Containers,27.46,3283,"1,183,618",53.82,IP,International Paper Company,0.84%
Financial,-,USA,Exchange Traded Fund,-,3284,"11,993",49.03,IPAC,iShares Core MSCI Pacific,-0.91%
Consumer Goods,793.61M,USA,Personal Products,36.13,3285,"131,659",25.65,IPAR,Inter Parfums Inc.,-0.43%
Technology,89.20M,USA,Telecom Services - Foreign,-,3286,"16,229",1.38,IPAS,iPass Inc.,-2.13%
Financial,835.59M,USA,Property & Casualty Insurance,18.58,3287,"13,106",72.66,IPCC,Infinity Property and Casualty Corp.,-1.12%
Healthcare,68.76M,Canada,Drug Delivery,-,3288,"19,526",2.90,IPCI,IntelliPharmaCeutics International Inc.,-1.36%
Healthcare,759.06M,USA,Specialized Health Services,19.68,3289,"43,656",44.08,IPCM,"IPC The Hospitalist Company, Inc.",0.43%
Financial,-,USA,Exchange Traded Fund,-,3290,253,38.34,IPD,SPDR S&P Intl Cnsmr Discret Sect ETF,0.21%
Technology,63.66M,USA,Internet Information Providers,-,3291,100,5.04,IPDN,Professional Diversity Network LLC,1.20%
Financial,-,USA,Exchange Traded Fund,-,3292,"9,915",56.45,IPE,SPDR Barclays TIPS ETF,0.18%
Financial,-,USA,Exchange Traded Fund,-,3293,0,21.91,IPF,SPDR S&P International Fincl Sect ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,3294,"4,329",23.36,IPFF,iShares International Preferred Stock,-1.18%
Services,8.49B,USA,Advertising Agencies,24.45,3295,"1,460,684",20.29,IPG,"The Interpublic Group of Companies, Inc.",0.05%
Technology,3.76B,USA,Semiconductor Equipment & Materials,21.02,3296,"58,765",72.09,IPGP,IPG Photonics Corporation,-1.18%
Technology,545.00M,USA,Semiconductor - Broad Line,-,3297,"134,024",14.69,IPHI,Inphi Corporation,-0.94%
Financial,-,USA,Exchange Traded Fund,-,3303,0,20.22,IPOS,Renaissance International IPO ETF,0.00%
Financial,-,USA,Exchange Traded Fund,-,3304,477,39.68,IPS,SPDR S&P Intl Cnsmr Stapl Sect ETF,0.48%
Financial,-,USA,Exchange Traded Fund,-,3305,"1,416",18.72,IPU,SPDR S&P International Utls Sect ETF,0.50%
